token	freq_train	freq_val	freq_test	freq_all
yaam	1	0	0	1
yaak	1	0	0	1
sesame	1	0	0	1
am	1	0	2	3
ar	1	0	0	1
xvii	1	0	0	1
sesuah	1	0	0	1
shalom	1	0	0	1
shandy	1	1	0	2
shazam	1	0	0	1
wajo	1	0	0	1
vlog	1	0	0	1
ee	1	0	0	1
ef	1	0	0	1
signed	1	0	0	1
silang	1	0	0	1
munkar	1	0	0	1
viet	1	0	0	1
f1	1	0	1	2
fa	1	0	0	1
veiw	1	0	0	1
fb	1	0	0	1
ft	1	0	0	1
vega	1	0	0	1
veal	1	0	0	1
uwuh	1	0	0	1
simpan	1	0	0	1
ga	1	0	0	1
ge	1	0	0	1
usul	1	0	0	1
gh	1	0	0	1
simpul	1	0	0	1
sindur	1	0	0	1
user	1	0	0	1
urap	1	0	0	1
upay	1	0	0	1
waah	1	0	0	1
e2	1	0	0	1
shihab	1	2	0	3
wall	1	0	0	1
shinny	1	0	0	1
wiki	1	0	0	1
sholeh	1	0	0	1
wife	1	0	0	1
wida	1	0	0	1
uhuu	1	0	0	1
da	1	0	0	1
wich	1	0	0	1
should	1	0	0	1
when	1	0	1	2
shower	1	0	0	1
siakan	1	0	0	1
dd	1	0	0	1
west	1	0	0	1
week	1	0	0	1
weah	1	0	0	1
waze	1	1	0	2
dn	1	0	0	1
ways	1	0	0	1
wars	1	0	0	1
waow	1	0	0	1
murmer	1	0	0	1
dy	1	0	0	1
mupeng	1	0	0	1
wang	1	0	0	1
hn	1	0	0	1
mv	1	1	0	2
udud	1	0	0	1
t4	1	0	0	1
semu	1	0	0	1
teaser	1	0	0	1
send	1	0	0	1
tawang	1	0	0	1
sx	1	0	0	1
merugi	1	1	0	2
sert	1	0	0	1
sesi	1	0	0	1
taurat	1	0	0	1
taupig	1	0	0	1
seta	1	0	0	1
sn	1	0	0	1
shit	1	0	0	1
sc	1	0	0	1
sa	1	0	0	1
tarkam	1	0	0	1
taring	1	0	0	1
teater	1	0	0	1
teknik	1	0	0	1
stik	1	0	0	1
tf	1	0	1	2
sams	1	1	0	2
sapa	1	2	0	3
tr	1	0	0	1
tq	1	0	0	1
sati	1	0	0	1
sawi	1	1	0	2
merayu	1	0	0	1
says	1	0	0	1
sayu	1	0	0	1
tp	1	1	0	2
scot	1	0	0	1
tl	1	1	0	2
sebi	1	0	0	1
tj	1	0	0	1
telalu	1	0	0	1
tektek	1	0	0	1
sego	1	0	0	1
meunah	1	0	0	1
tantri	1	0	0	1
sich	1	0	0	1
tanker	1	0	0	1
taipan	1	1	0	2
tahlil	1	0	0	1
mexico	1	0	0	1
mickey	1	0	0	1
tabrak	1	0	0	1
sour	1	0	0	1
tablet	1	0	0	1
spam	1	0	0	1
syukur	1	0	0	1
spek	1	0	1	2
syriah	1	0	0	1
rf	1	0	0	1
spjg	1	0	0	1
syetan	1	0	0	1
sreg	1	1	0	2
st12	1	0	0	1
stag	1	0	0	1
some	1	0	0	1
rl	1	0	0	1
takdir	1	1	1	3
skak	1	0	0	1
rw	1	0	0	1
sing	1	1	0	2
sist	1	0	0	1
meurut	1	0	0	1
tamusu	1	0	0	1
siul	1	0	0	1
tampat	1	0	0	1
mevvah	1	0	0	1
soes	1	0	0	1
slip	1	0	0	1
tamago	1	0	0	1
slot	1	0	1	2
taklim	1	0	0	1
smua	1	1	0	2
snow	1	0	0	1
mewine	1	0	0	1
ts	1	0	0	1
sami	1	0	0	1
uh	1	0	0	1
terapi	1	0	0	1
terpal	1	0	0	1
menaja	1	0	0	1
rida	1	0	0	1
termos	1	0	0	1
menara	1	1	1	3
rifa	1	0	0	1
rima	1	0	0	1
rini	1	0	0	1
risi	1	0	0	1
risk	1	0	0	1
)	1	2	0	3
terigu	1	0	0	1
mendem	1	0	0	1
rmah	1	0	0	1
mendes	1	0	0	1
mendua	1	0	0	1
romo	1	0	0	1
terror	1	0	0	1
k	1	0	0	1
teruji	1	0	0	1
though	1	0	0	1
memper	1	0	0	1
reee	1	0	0	1
mempir	1	0	0	1
tilang	1	0	0	1
q	1	0	0	1
remi	1	0	0	1
thread	1	0	0	1
themed	1	0	0	1
n	1	1	0	2
riak	1	0	0	1
rian	1	0	0	1
rias	1	0	0	1
teslah	1	0	0	1
memuja	1	0	0	1
o	1	0	0	1
terung	1	0	0	1
(	1	2	0	3
rope	1	0	0	1
uk	1	0	0	1
terame	1	0	0	1
saba	1	0	0	1
vr	1	0	0	1
menuai	1	0	0	1
tenaan	1	0	0	1
temuan	1	0	0	1
v9	1	0	0	1
menuji	1	0	0	1
v7	1	0	1	2
menyan	1	0	0	1
sait	1	0	0	1
tempet	1	0	0	1
saiz	1	0	0	1
meprul	1	0	0	1
ul	1	0	0	1
meraja	1	0	0	1
meraka	1	0	0	1
salt	1	0	0	1
wd	1	0	0	1
tenant	1	0	0	1
saan	1	0	0	1
menkeu	1	0	1	2
yv	1	0	0	1
roxy	1	0	0	1
teppan	1	1	0	2
rp44	1	0	0	1
tepian	1	1	0	2
menhub	1	0	0	1
rp55	1	0	0	1
yh	1	0	0	1
wr	1	0	0	1
tengku	1	1	0	2
tengik	1	0	0	1
rskn	1	0	0	1
ruam	1	0	0	1
rudy	1	0	0	1
mensen	1	0	0	1
wx	1	0	0	1
rc	1	0	0	1
pr	1	0	0	1
mualaf	1	0	0	1
monday	1	0	0	1
stopan	1	0	0	1
stikom	1	0	0	1
tivi	1	0	0	1
tivu	1	0	0	1
moreno	1	0	0	1
tmpt	1	0	0	1
stigma	1	0	0	1
ks	1	0	0	1
ki	1	0	0	1
toba	1	0	1	2
kh	1	3	0	4
sticky	1	0	0	1
sticks	1	0	0	1
toha	1	0	0	1
stelah	1	0	0	1
stayed	1	0	0	1
motret	1	0	0	1
strata	1	0	0	1
moncer	1	0	0	1
swieke	1	0	0	1
tiko	1	2	0	3
thin	1	0	0	1
mh	1	0	0	1
tiam	1	2	0	3
mojang	1	0	0	1
suapan	1	0	0	1
md	1	0	0	1
mokkan	1	0	0	1
ma	1	0	0	1
lp	1	1	0	2
ln	1	0	0	1
struck	1	0	0	1
ll	1	0	0	1
monadi	1	0	0	1
lh	1	1	0	2
stroke	1	0	0	1
tiau	1	0	0	1
tiki	1	0	1	2
kd	1	0	0	1
told	1	0	0	1
kc	1	0	0	1
tori	1	0	0	1
soleha	1	0	0	1
soetta	1	0	0	1
soenda	1	0	0	1
tura	1	0	0	1
ubah	1	0	0	1
ubar	1	0	0	1
ubud	1	0	0	1
ucup	1	0	0	1
soboro	1	0	0	1
sniper	1	0	0	1
snacks	1	0	0	1
snacka	1	0	0	1
smtown	1	0	0	1
udik	1	1	0	2
smooth	1	0	0	1
udin	1	0	0	1
ib	1	1	0	2
tune	1	0	0	1
somasi	1	0	0	1
tuju	1	0	0	1
tree	1	0	0	1
tots	1	0	0	1
squash	1	0	0	1
towe	1	0	0	1
sports	1	0	0	1
spirit	1	0	0	1
speedy	1	0	0	1
toya	1	0	0	1
ji	1	0	0	1
il	1	0	0	1
tris	1	0	0	1
sorban	1	0	0	1
truk	1	2	0	3
movies	1	0	0	1
tsbt	1	0	0	1
iv	1	0	0	1
iq	1	0	0	1
mj	1	0	0	1
ml	1	0	0	1
subjek	1	0	0	1
tame	1	0	0	1
suos	1	0	0	1
supp	1	0	0	1
op	1	0	0	1
supper	1	0	0	1
sura	1	0	1	2
suntuk	1	0	0	1
oo	1	0	0	1
suri	1	0	0	1
suru	1	0	0	1
sunguh	1	0	0	1
syal	1	0	0	1
syam	1	0	0	1
miskal	1	0	0	1
sundul	1	0	0	1
syok	1	0	0	1
sunday	1	0	1	2
sundal	1	0	0	1
mirasa	1	0	0	1
mining	1	0	0	1
suriah	1	0	0	1
pg	1	0	0	1
sweety	1	0	0	1
swasta	1	0	0	1
suzuki	1	0	0	1
pi	1	0	1	2
stmj	1	0	0	1
sutono	1	0	0	1
sutami	1	0	0	1
suspek	1	0	0	1
surimi	1	0	0	1
milyar	1	0	0	1
p2	1	0	0	1
sushie	1	0	0	1
surpey	1	0	0	1
surpay	1	0	0	1
oy	1	0	0	1
suer	1	0	0	1
taat	1	0	0	1
sunbae	1	1	0	2
submit	1	0	0	1
sunami	1	0	0	1
tejo	1	0	0	1
suling	1	0	0	1
teko	1	0	0	1
sulbar	1	0	0	1
teks	1	0	0	1
teus	1	0	0	1
sujiwo	1	0	0	1
mo	1	0	0	1
sujana	1	0	0	1
suiran	1	1	0	2
tggi	1	0	0	1
suhari	1	0	0	1
moccha	1	0	0	1
sudiut	1	0	0	1
thdp	1	0	0	1
thea	1	0	0	1
them	1	0	0	1
team	1	0	0	1
teak	1	0	0	1
mlarat	1	0	0	1
nh	1	0	0	1
miskam	1	0	0	1
tani	1	0	0	1
sumpek	1	0	0	1
ny	1	0	0	1
np	1	0	0	1
tapa	1	0	0	1
summit	1	0	0	1
tara	1	0	0	1
nb	1	0	0	1
ng	1	0	0	1
tart	1	0	0	1
mixing	1	0	0	1
taru	1	1	0	2
tase	1	0	0	1
tato	1	0	0	1
nd	1	0	0	1
zero	1	0	1	2
49k	1	0	0	1
:/	1	0	0	1
puting	1	0	0	1
ian	1	0	0	1
iba	1	0	0	1
sos	1	0	0	1
palung	1	0	0	1
ida	1	0	0	1
soo	1	0	0	1
rahmah	1	0	0	1
rahmad	1	0	0	1
pandji	1	0	0	1
smr	1	0	0	1
ragout	1	0	0	1
ied	1	0	0	1
radler	1	0	0	1
rachim	1	0	0	1
rabbit	1	0	0	1
iii	1	1	0	2
iji	1	0	0	1
quadra	1	0	0	1
puyeng	1	0	0	1
huh	1	1	0	2
hub	1	0	0	1
ramsay	1	0	0	1
rantai	1	0	0	1
sur	1	0	0	1
pagawe	1	0	0	1
gyu	1	0	0	1
reboan	1	0	0	1
rantau	1	0	0	1
sui	1	0	0	1
rebo	1	0	1	2
paikut	1	0	0	1
ranjau	1	0	0	1
sp2	1	0	0	1
rangup	1	0	0	1
palace	1	0	0	1
palagi	1	0	0	1
hem	1	0	0	1
spv	1	0	0	1
rangin	1	0	0	1
spa	1	0	0	1
hos	1	0	0	1
ika	1	0	0	1
putera	1	0	0	1
parang	1	0	0	1
ily	1	0	0	1
jek	1	0	8	9
sio	1	0	0	1
sik	1	0	0	1
propam	1	0	0	1
prolog	1	0	0	1
sid	1	0	0	1
jil	1	0	0	1
projek	1	0	0	1
jin	1	0	0	1
job	1	0	2	3
priced	1	0	0	1
joe	1	0	0	1
pretty	1	0	0	1
premis	1	0	0	1
sek	1	0	0	1
joy	1	0	0	1
jpu	1	0	0	1
kav	1	0	0	1
kdg	1	0	0	1
jcc	1	0	0	1
jbr	1	0	0	1
jat	1	0	0	1
pangon	1	0	0	1
imo	1	0	0	1
punten	1	0	0	1
ing	1	0	0	1
pangku	1	0	0	1
iot	1	0	0	1
pujian	1	0	0	1
skd	1	0	0	1
ipa	1	0	0	1
ipc	1	0	0	1
jas	1	0	0	1
pangsa	1	0	0	1
ipk	1	0	0	1
ipx	1	0	0	1
psikis	1	0	0	1
psanan	1	0	0	1
prsden	1	0	0	1
panjat	1	1	0	2
jan	1	1	0	2
rebung	1	0	0	1
recipe	1	0	0	1
grm	1	0	0	1
grd	1	0	0	1
orupsi	1	0	0	1
tiu	1	0	0	1
dus	1	0	0	1
eca	1	0	0	1
tip	1	0	0	1
tio	1	0	0	1
edc	1	1	0	2
edi	1	0	0	1
others	1	0	0	1
riding	1	0	0	1
eee	1	0	0	1
otista	1	0	0	1
riasan	1	0	0	1
egg	1	1	0	2
oudoor	1	0	0	1
eja	1	0	0	1
eko	1	0	0	1
ema	1	0	0	1
epi	1	0	0	1
tix	1	0	0	1
rindui	1	0	0	1
origin	1	0	0	1
dpw	1	0	0	1
dpk	1	0	0	1
riziek	1	0	0	1
ompong	1	0	0	1
tok	1	0	0	1
riweuh	1	0	0	1
tob	1	0	0	1
risols	1	0	0	1
dpo	1	0	0	1
tka	1	0	0	1
due	1	0	0	1
onside	1	0	0	1
risiko	1	0	0	1
drs	1	0	0	1
dry	1	0	0	1
dsk	1	0	0	1
dsn	1	0	0	1
option	1	0	0	1
orient	1	0	0	1
reunii	1	0	0	1
eps	1	0	0	1
eqt	1	0	0	1
tag	1	0	0	1
renata	1	0	0	1
fos	1	0	0	1
remisi	1	0	0	1
tap	1	0	0	1
fyi	1	1	0	2
gam	1	1	0	2
tah	1	0	0	1
gan	1	0	0	1
gel	1	0	0	1
tb2	1	0	0	1
gem	1	0	0	1
gen	1	0	0	1
get	1	0	0	1
gih	1	0	0	1
padati	1	0	0	1
tad	1	0	0	1
t3u	1	0	0	1
reffil	1	0	0	1
padama	1	0	0	1
rencah	1	0	0	1
return	1	0	0	1
resist	1	0	0	1
erf	1	0	0	1
esa	1	0	0	1
eta	1	0	0	1
exp	1	0	0	1
f1s	1	0	0	1
fam	1	0	0	1
outing	1	0	0	1
tii	1	0	0	1
repeat	1	0	0	1
oxtale	1	0	0	1
thr	1	1	0	2
tel	1	0	0	1
fax	1	0	0	1
overal	1	0	0	1
tdi	1	0	0	1
tdd	1	0	0	1
rentah	1	0	0	1
fla	1	0	0	1
papper	1	0	0	1
parcel	1	0	0	1
dor	1	0	0	1
mys	1	0	0	1
pla	1	0	0	1
phisik	1	0	0	1
pezina	1	0	0	1
pir	1	0	0	1
mnj	1	0	0	1
pencet	1	1	0	2
pik	1	0	0	1
mnm	1	0	0	1
peyeum	1	0	0	1
mpp	1	0	0	1
mpr	1	0	0	1
msa	1	0	0	1
mtk	1	0	0	1
peyang	1	0	0	1
petruk	1	1	0	2
mud	1	0	0	1
pho	1	0	0	1
mug	1	0	0	1
mun	1	0	0	1
mjd	1	0	0	1
png	1	0	0	1
mir	1	0	0	1
meo	1	0	0	1
pillih	1	0	0	1
pre	1	0	0	1
may	1	0	0	1
maz	1	0	0	1
mci	1	0	0	1
mck	1	0	0	1
med	1	0	0	1
pra	1	0	0	1
mer	1	0	0	1
pns	1	1	0	2
picnic	1	0	0	1
pickup	1	0	0	1
mi6	1	0	0	1
pow	1	0	0	1
photos	1	0	0	1
pemuka	1	0	0	1
pemula	1	0	0	1
mim	1	0	0	1
phh	1	0	0	1
phd	1	0	2	3
potati	1	0	0	1
pgi	1	0	0	1
oki	1	0	0	1
okt	1	0	0	1
oma	1	2	0	3
ong	1	0	0	1
pac	1	0	0	1
onn	1	0	0	1
ono	1	0	0	1
ooo	1	0	0	1
opa	1	0	0	1
opo	1	0	0	1
ops	1	0	0	1
ora	1	1	0	2
oye	1	0	0	1
permen	1	1	0	2
ori	1	0	1	2
ott	1	0	0	1
pergub	1	0	0	1
perjam	1	0	0	1
oun	1	0	0	1
oka	1	0	0	1
pam	1	0	0	1
persia	1	0	0	1
nua	1	0	0	1
nas	1	0	0	1
pet	1	0	0	1
nhi	1	0	0	1
nns	1	0	0	1
pem	1	0	0	1
pek	1	0	0	1
no1	1	0	0	1
person	1	0	0	1
nuh	1	0	0	1
oia	1	0	0	1
pco	1	0	0	1
obi	1	0	0	1
pay	1	0	0	1
pax	1	1	0	2
oce	1	0	0	1
per-ac	1	0	0	1
ofc	1	0	0	1
oge	1	0	0	1
pri	1	0	0	1
prt	1	0	0	1
pillow	1	0	0	1
max	1	1	1	3
sak	1	0	0	1
pokokk	1	1	0	2
kq5	1	0	0	1
pmbtln	1	0	0	1
krc	1	0	0	1
parung	1	0	0	1
pmbngn	1	0	0	1
s25	1	0	0	1
kru	1	0	0	1
pasara	1	0	0	1
ksn	1	0	0	1
kta	1	0	0	1
s14	1	0	0	1
ktm	1	0	0	1
ktr	1	0	0	1
places	1	0	0	1
s-s	1	0	0	1
pitoch	1	0	0	1
pitara	1	0	0	1
sao	1	0	0	1
kog	1	0	0	1
kmp	1	0	0	1
kid	1	0	0	1
kem	1	0	0	1
poster	1	1	1	3
kes	1	0	0	1
pardon	1	0	0	1
portal	1	0	0	1
popbar	1	0	0	1
ponsel	1	0	1	2
kgb	1	0	0	1
kip	1	0	0	1
kmi	1	0	0	1
kit	1	0	0	1
kjp	1	0	0	1
sdl	1	0	0	1
polsek	1	0	0	1
polres	1	0	0	1
polong	1	0	0	1
kkn	1	0	0	1
polman	1	0	0	1
ruf	1	0	2	3
piston	1	0	0	1
ktt	1	0	0	1
pts	1	0	0	1
pirang	1	0	0	1
lrt	1	0	0	1
rel	1	0	0	1
pionir	1	0	0	1
ram	1	1	1	3
luk	1	0	0	1
pul	1	0	0	1
pegawe	1	0	0	1
pinjam	1	2	0	3
lpi	1	0	0	1
pinisi	1	0	0	1
m-m	1	0	0	1
pelaya	1	0	0	1
ps5	1	0	0	1
ps4	1	0	0	1
mar	1	0	0	1
pemicu	1	0	0	1
pinang	1	0	0	1
lpm	1	0	0	1
pedopo	1	0	0	1
kur	1	0	0	1
pisaan	1	0	0	1
rok	1	0	0	1
roh	1	0	0	1
pistol	1	0	0	1
riw	1	0	0	1
paspor	1	0	1	2
lie	1	0	0	1
lim	1	0	0	1
passed	1	0	0	1
pastel	1	0	0	1
patwal	1	0	0	1
lkp	1	0	0	1
lks	1	0	0	1
rim	1	0	0	1
patron	1	0	0	1
lom	1	0	0	1
lop	1	0	0	1
pirimg	1	0	0	1
patuha	1	0	0	1
dot	1	0	1	2
dok	1	0	0	1
zink	1	0	0	1
ngidul	1	0	0	1
480	1	0	0	1
499	1	0	0	1
our	1	0	0	1
ngecas	1	0	0	1
512	1	0	0	1
543	1	0	0	1
590	1	0	0	1
600	1	0	0	1
60k	1	1	0	2
sejuak	1	0	0	1
64k	1	0	0	1
65k	1	0	0	1
seizin	1	0	0	1
09	1	0	0	1
07	1	0	0	1
ngepet	1	0	0	1
675	1	0	0	1
ngerti	1	0	1	2
sehina	1	0	0	1
47k	1	0	0	1
sektor	1	0	0	1
441	1	0	0	1
313	1	0	0	1
ndolan	1	0	0	1
39	1	0	0	1
2nd	1	0	0	1
2pm	1	0	0	1
3.8	1	0	0	1
negera	1	0	0	1
38	1	1	0	2
307	1	0	0	1
2i	1	0	0	1
4.5	1	0	0	1
350	1	0	1	2
ngakak	1	0	0	1
ngalau	1	0	0	1
363	1	0	0	1
380	1	0	0	1
ngalor	1	0	0	1
sekuel	1	0	0	1
1a	1	0	0	1
ngetop	1	0	0	1
segood	1	0	0	1
acl	1	0	0	1
segmen	1	0	0	1
920	1	0	1	2
sedari	1	1	0	2
925	1	0	0	1
936	1	0	0	1
958	1	0	0	1
secret	1	0	0	1
968	1	0	0	1
yup	1	0	0	1
secang	1	0	0	1
nigiri	1	0	0	1
aas	1	0	0	1
nikmar	1	0	0	1
sebong	1	0	0	1
abg	1	1	0	2
sebiji	1	0	0	1
sebeye	1	0	0	1
yue	1	0	0	1
acc	1	0	0	1
sebenr	1	0	0	1
nguasu	1	0	0	1
yys	1	0	0	1
900	1	0	0	1
sefood	1	0	0	1
70k	1	0	0	1
750	1	0	0	1
75k	1	0	0	1
775	1	0	0	1
808	1	0	0	1
818	1	0	0	1
ngirim	1	0	0	1
835	1	0	0	1
zup	1	0	0	1
9.5	1	0	0	1
85k	1	0	0	1
88k	1	0	0	1
sediri	1	0	0	1
ngomel	1	0	0	1
9,8	1	0	0	1
sedepp	1	0	0	1
zoe	1	0	0	1
zan	1	0	0	1
2hr	1	0	0	1
28k	1	0	0	1
289	1	0	0	1
nayaka	1	0	0	1
73	1	0	0	1
115	1	0	0	1
117	1	0	0	1
123	1	0	0	1
6x	1	0	0	1
nambah	1	0	0	1
12k	1	0	0	1
sepsis	1	0	0	1
seperi	1	0	0	1
130	1	0	0	1
131	1	0	0	1
132	1	0	0	1
140	1	0	0	1
142	1	0	0	1
seoalh	1	0	0	1
148	1	0	0	1
nampol	1	0	0	1
namuns	1	0	0	1
nandai	1	0	0	1
82	1	0	0	1
86	1	0	0	1
110	1	0	0	1
0.5	1	0	0	1
97	1	1	0	2
zong	1	0	0	1
nahiya	1	0	0	1
. .	1	0	0	1
serive	1	0	0	1
93	1	0	0	1
0,2	1	0	0	1
92	1	0	0	1
001	1	0	0	1
10x	1	0	0	1
014	1	0	0	1
1,1	1	0	0	1
naipan	1	0	0	1
1.2	1	0	0	1
101	1	0	0	1
106	1	0	0	1
109	1	0	0	1
10k	1	0	0	1
sentul	1	0	0	1
154	1	0	0	1
155	1	0	0	1
246	1	0	0	1
211	1	0	0	1
44	1	0	0	1
215	1	0	0	1
220	1	0	0	1
22k	1	0	0	1
selian	1	0	0	1
naruto	1	0	0	1
243	1	0	0	1
nasgor	1	1	0	2
202	1	0	0	1
natali	1	0	0	1
268	1	0	0	1
270	1	0	0	1
natsir	1	0	0	1
286	1	0	0	1
3n	1	0	0	1
nature	1	0	0	1
selara	1	0	0	1
47	1	0	0	1
semkin	1	0	0	1
sentra	1	1	0	2
185	1	0	0	1
61	1	0	0	1
5x	1	0	0	1
57	1	0	1	2
senter	1	0	0	1
53	1	0	0	1
171	1	0	0	1
174	1	0	0	1
52	1	0	0	1
186	1	0	0	1
2,7	1	0	0	1
18k	1	0	0	1
narita	1	0	0	1
1in	1	0	0	1
4b	1	0	0	1
1st	1	0	0	1
1th	1	0	0	1
2,5	1	0	1	2
sempah	1	0	0	1
yra	1	0	0	1
add	1	0	0	1
rohmah	1	0	0	1
ceu	1	0	0	1
nyooss	1	0	0	1
uhm	1	0	0	1
caw	1	0	0	1
ugm	1	1	0	2
ucl	1	0	0	1
uan	1	0	0	1
cay	1	0	0	1
sajawa	1	0	0	1
obatan	1	0	0	1
saisan	1	0	0	1
saikhu	1	0	0	1
saiful	1	0	0	1
sahaja	1	0	0	1
safari	1	1	0	2
saekhu	1	0	0	1
u19	1	0	0	1
ocehan	1	0	0	1
u16	1	0	1	2
saddle	1	0	0	1
uih	1	0	0	1
ulu	1	0	0	1
sakura	1	0	0	1
bsi	1	0	0	1
bok	1	0	0	1
uta	1	0	0	1
ust	1	0	0	1
bro	1	0	0	1
use	1	0	0	1
salted	1	0	0	1
nyasar	1	0	0	1
brt	1	0	0	1
salman	1	0	0	1
salafy	1	0	0	1
usa	1	0	0	1
btn	1	0	0	1
ure	1	0	0	1
upi	1	0	0	1
buk	1	0	0	1
umi	1	1	0	2
bwa	1	0	0	1
nyoman	1	0	0	1
oerang	1	0	0	1
tyo	1	0	0	1
seasri	1	0	0	1
sadari	1	0	0	1
cto	1	0	0	1
cus	1	0	0	1
cwo	1	0	0	1
oldish	1	0	0	1
rumpin	1	0	0	1
dal	1	0	0	1
olesan	1	0	0	1
oliver	1	0	0	1
dap	1	0	0	1
rumbay	1	0	0	1
dek	1	0	0	1
olkers	1	0	0	1
rucola	1	0	0	1
roppan	1	0	0	1
toy	1	0	0	1
too	1	0	0	1
dit	1	0	0	1
diy	1	0	0	1
dmi	1	0	0	1
cth	1	0	0	1
csr	1	0	0	1
tpr	1	0	0	1
cok	1	0	0	1
oewoeh	1	0	0	1
tya	1	0	0	1
cfu	1	0	0	1
cip	1	0	0	1
cnc	1	0	0	1
sabung	1	0	0	1
cnn	1	0	0	1
twg	1	0	0	1
con	1	0	0	1
runway	1	0	0	1
ttu	1	0	0	1
cos	1	0	0	1
trx	1	0	0	1
tps	1	0	0	1
sabaar	1	0	0	1
cso	1	0	0	1
rusman	1	0	0	1
oldies	1	0	0	1
bnb	1	0	0	1
uud	1	0	1	2
bmi	1	0	0	1
uwi	1	0	0	1
app	1	1	0	2
nobita	1	0	0	1
sbener	1	0	0	1
noddle	1	0	0	1
sayura	1	0	0	1
ara	1	0	0	1
nomnom	1	0	0	1
x20	1	0	0	1
ark	1	0	0	1
arm	1	0	0	1
wtw	1	0	0	1
asn	1	1	0	2
ass	1	0	0	1
satgas	1	0	0	1
nongol	1	0	0	1
sarung	1	0	0	1
ata	1	0	0	1
wts	1	0	0	1
santri	1	1	0	2
xxi	1	0	1	2
xxl	1	0	0	1
aoo	1	0	0	1
aji	1	0	0	1
yai	1	0	0	1
adl	1	0	0	1
afa	1	0	0	1
afc	1	0	0	1
ah2	1	0	0	1
nindya	1	0	0	1
searti	1	0	0	1
seared	1	0	0	1
ajo	1	0	0	1
script	1	0	0	1
akh	1	0	0	1
nirina	1	0	0	1
njaluk	1	0	0	1
sealed	1	0	0	1
ali	1	0	0	1
sdikit	1	0	0	1
sdcard	1	0	0	1
anw	1	0	0	1
ats	1	0	0	1
wtf	1	0	0	1
won	1	0	0	1
bia	1	0	0	1
nurani	1	0	0	1
bel	1	0	0	1
wbs	1	0	0	1
ben	1	0	0	1
wae	1	0	0	1
sample	1	0	0	1
bff	1	0	0	1
bgd	1	0	0	1
vvv	1	0	0	1
bea	1	0	0	1
vpn	1	0	0	1
vbv	1	0	0	1
blu	1	0	0	1
v90	1	0	0	1
bmc	1	0	0	1
samcam	1	2	0	3
sambut	1	0	0	1
v60	1	0	0	1
wcd	1	0	0	1
bbc	1	0	0	1
atu	1	0	0	1
norsan	1	1	0	2
aul	1	0	0	1
santer	1	0	0	1
wok	1	0	0	1
awi	1	0	0	1
aya	1	0	0	1
wo2	1	0	0	1
wim	1	0	0	1
sanksi	1	0	0	1
bab	1	0	1	2
nugini	1	0	0	1
wih	1	0	0	1
nougat	1	0	0	1
bao	1	8	0	9
wig	1	0	0	1
wes	1	0	0	1
weh	1	0	0	1
wef	1	0	0	1
bat	1	0	0	1
korps	1	0	0	1
2.000	1	0	0	1
rcti	1	0	0	1
cilok	1	0	0	1
smile	1	0	0	1
flush	1	0	0	1
floor	1	0	0	1
flexi	1	0	0	1
sndri	1	0	0	1
sngat	1	0	0	1
sodom	1	0	0	1
sofar	1	0	0	1
sogan	1	0	0	1
firza	1	0	0	1
solar	1	0	0	1
finis	1	0	0	1
soleh	1	0	0	1
solid	1	0	0	1
filih	1	0	0	1
fikus	1	0	0	1
fiksi	1	0	0	1
somai	1	0	0	1
ferry	1	0	0	1
somay	1	2	0	3
fauzi	1	0	0	1
sorry	1	0	0	1
fasad	1	2	0	3
fancy	1	0	0	1
souce	1	0	0	1
focus	1	0	0	1
smash	1	0	0	1
slalu	1	0	0	1
silih	1	0	0	1
shirt	1	0	0	1
garin	1	0	0	1
shiwa	1	0	0	1
garem	1	0	0	1
shoyu	1	0	0	1
garap	1	0	0	1
shrus	1	0	0	1
sieun	1	0	0	1
sihar	1	0	0	1
siini	1	0	0	1
sikon	1	0	0	1
gahar	1	1	0	2
skate	1	0	0	1
silky	1	0	0	1
simak	1	0	0	1
sinde	1	0	0	1
gabut	1	0	0	1
gaada	1	0	0	1
fuzzy	1	0	0	1
fulus	1	0	0	1
fully	1	0	0	1
sinyi	1	0	0	1
sitta	1	0	0	1
skala	1	0	0	1
fakir	1	0	0	1
soups	1	0	0	1
sovia	1	0	0	1
sulap	1	1	0	2
entar	1	0	0	1
studi	1	0	0	1
enoki	1	1	0	2
study	1	0	0	1
suaka	1	0	0	1
enemy	1	0	0	1
subri	1	0	0	1
suede	1	0	0	1
suhsi	1	0	0	1
sujud	1	1	0	2
sukar	1	0	0	1
sunat	1	0	0	1
strip	1	0	0	1
supet	1	0	0	1
suryo	1	0	0	1
sussi	1	0	0	1
susul	1	0	0	1
susun	1	0	0	1
sutos	1	0	0	1
sutra	1	0	0	1
ejaan	1	0	0	1
suwun	1	0	0	1
edisi	1	1	0	2
syiah	1	0	0	1
epuas	1	0	0	1
stove	1	0	0	1
fahry	1	0	0	1
spurs	1	0	0	1
sowan	1	0	0	1
fahmi	1	0	0	1
spare	1	0	0	1
speks	1	0	0	1
spion	1	0	0	1
fadil	1	0	0	1
eyang	1	0	0	1
sprei	1	0	0	1
exist	1	0	0	1
eunak	1	0	0	1
etnik	1	0	0	1
sragm	1	0	0	1
escap	1	0	0	1
srgba	1	0	0	1
ssaya	1	1	0	2
ethes	1	0	0	1
stars	1	0	0	1
start	1	0	0	1
steel	1	0	0	1
still	1	1	0	2
stone	1	0	0	1
story	1	0	0	1
essen	1	0	0	1
